1 0
0.999994 -0.00299999
0.999976 -0.00599993
0.999946 -0.00899976
0.999904 -0.0119994
0.99985 -0.0149989
0.999784 -0.0179981
0.999706 -0.0209969
0.999616 -0.0239954
0.999514 -0.0269934
0.9994 -0.029991
0.999274 -0.032988
0.999136 -0.0359845
0.998986 -0.0389802
0.998824 -0.0419753
0.998651 -0.0449696
0.998465 -0.0479631
0.998267 -0.0509558
0.998057 -0.0539475
0.997835 -0.0569383
0.997602 -0.059928
0.997356 -0.0629167
0.997099 -0.0659042
0.996829 -0.0688906
0.996548 -0.0718757
0.996254 -0.0748595
0.995949 -0.0778419
0.995632 -0.080823
0.995303 -0.0838026
0.994962 -0.0867807
0.994609 -0.0897572
0.994244 -0.0927322
0.993867 -0.0957054
0.993479 -0.0986769
0.993078 -0.101647
0.992666 -0.104615
0.992242 -0.107581
0.991806 -0.110545
0.991359 -0.113507
0.990899 -0.116467
0.990428 -0.119425
0.989944 -0.122381
0.98945 -0.125335
0.988943 -0.128286
0.988424 -0.131235
0.987894 -0.134182
0.987352 -0.137126
0.986799 -0.140068
0.986233 -0.143007
0.985656 -0.145944
0.985067 -0.148878
0.984467 -0.15181
0.983855 -0.154739
0.983231 -0.157665
0.982596 -0.160588
0.981949 -0.163508
0.98129 -0.166425
0.98062 -0.16934
0.979938 -0.172251
0.979245 -0.175159
0.97854 -0.178064
0.977823 -0.180966
0.977095 -0.183865
0.976356 -0.18676
0.975605 -0.189652
0.974842 -0.192541
0.974068 -0.195426
0.973283 -0.198308
0.972486 -0.201186
0.971678 -0.20406
0.970858 -0.206931
0.970027 -0.209798
0.969185 -0.212662
0.968331 -0.215521
0.967466 -0.218377
0.96659 -0.221229
0.965703 -0.224076
0.964804 -0.22692
0.963894 -0.22976
0.962972 -0.232596
0.96204 -0.235427
0.961096 -0.238255
0.960142 -0.241078
0.959176 -0.243896
0.958198 -0.246711
0.95721 -0.249521
0.956211 -0.252326
0.955201 -0.255127
0.954179 -0.257924
0.953147 -0.260715
0.952104 -0.263503
0.951049 -0.266285
0.949984 -0.269063
0.948908 -0.271836
0.947821 -0.274604
0.946723 -0.277367
0.945614 -0.280125
0.944494 -0.282879
0.943364 -0.285627
0.942223 -0.28837
0.941071 -0.291108
0.939908 -0.293841
0.938735 -0.296568
0.93755 -0.299291
0.936356 -0.302008
0.93515 -0.304719
0.933934 -0.307425
0.932708 -0.310126
0.931471 -0.312821
0.930223 -0.315511
0.928965 -0.318195
0.927696 -0.320873
0.926417 -0.323546
0.925128 -0.326213
0.923828 -0.328874
0.922517 -0.331529
0.921197 -0.334179
0.919866 -0.336822
0.918525 -0.33946
0.917173 -0.342092
0.915812 -0.344717
0.91444 -0.347336
0.913058 -0.349949
0.911666 -0.352556
0.910264 -0.355157
0.908851 -0.357752
0.907429 -0.36034
0.905997 -0.362922
0.904554 -0.365497
0.903102 -0.368066
0.90164 -0.370628
0.900168 -0.373184
0.898686 -0.375733
0.897194 -0.378276
0.895692 -0.380812
0.894181 -0.383341
0.89266 -0.385864
0.891129 -0.388379
0.889589 -0.390888
0.888039 -0.39339
0.886479 -0.395885
0.88491 -0.398373
0.883331 -0.400854
0.881743 -0.403328
0.880145 -0.405795
0.878538 -0.408255
0.876921 -0.410708
0.875295 -0.413153
0.87366 -0.415591
0.872015 -0.418022
0.870362 -0.420446
0.868699 -0.422862
0.867027 -0.42527
0.865345 -0.427672
0.863655 -0.430066
0.861955 -0.432452
0.860246 -0.434831
0.858529 -0.437202
0.856802 -0.439565
0.855067 -0.441921
0.853322 -0.444269
0.851569 -0.446609
0.849807 -0.448942
0.848036 -0.451267
0.846256 -0.453583
0.844468 -0.455892
0.842671 -0.458193
0.840868 -0.460461
0.839054 -0.462745
0.837231 -0.465021
0.8354 -0.467289
0.83356 -0.469548
0.831712 -0.4718
0.829855 -0.474043
0.82799 -0.476278
0.826117 -0.478504
0.824235 -0.480723
0.822345 -0.482932
0.820447 -0.485134
0.818541 -0.487327
0.816627 -0.489511
0.814705 -0.491687
0.812774 -0.493855
0.810836 -0.496014
0.808889 -0.498164
0.806935 -0.500306
0.804973 -0.502439
0.803003 -0.504563
0.801025 -0.506678
0.799039 -0.508785
0.797046 -0.510883
0.795045 -0.512972
0.793037 -0.515052
0.791021 -0.517123
0.788997 -0.519185
0.786966 -0.521239
0.784927 -0.523283
0.782881 -0.525318
0.780827 -0.527344
0.778766 -0.529361
0.776698 -0.531369
0.774623 -0.533368
0.772541 -0.535358
0.770451 -0.537338
0.768354 -0.539309
0.76625 -0.541271
0.764139 -0.543223
0.762021 -0.545167
0.759897 -0.5471
0.757765 -0.549025
0.755626 -0.55094
0.753481 -0.552845
0.751329 -0.554741
0.74917 -0.556628
0.747005 -0.558505
0.744832 -0.560372
0.742654 -0.56223
0.740469 -0.564078
0.738277 -0.565917
0.736079 -0.567746
0.733874 -0.569565
0.731663 -0.571374
0.729446 -0.573174
0.727223 -0.574964
0.724993 -0.576744
0.722757 -0.578514
0.720515 -0.580275
0.718267 -0.582025
0.716013 -0.583766
0.713753 -0.585497
0.711487 -0.587218
0.709215 -0.588929
0.706937 -0.590629
0.704654 -0.59232
0.702365 -0.594001
0.70007 -0.595672
0.697769 -0.597332
0.695463 -0.598983
0.693151 -0.600623
0.690834 -0.602253
0.688511 -0.603873
0.686183 -0.605483
0.68385 -0.607083
0.681511 -0.608672
0.679167 -0.610251
0.676818 -0.61182
0.674464 -0.613379
0.672104 -0.614927
0.669739 -0.616465
0.66737 -0.617992
0.664995 -0.619509
0.662616 -0.621016
0.660231 -0.622512
0.657842 -0.623998
0.655448 -0.625474
0.65305 -0.626939
0.650646 -0.628393
0.648238 -0.629837
0.645826 -0.631271
0.643408 -0.632694
0.640987 -0.634106
0.638561 -0.635508
0.63613 -0.636899
0.633696 -0.638279
0.631257 -0.639649
0.628813 -0.641009
0.626366 -0.642357
0.623914 -0.643695
0.621459 -0.645023
0.618999 -0.646339
0.616535 -0.647645
0.614068 -0.64894
0.611596 -0.650225
0.609121 -0.651498
0.606642 -0.652761
0.604159 -0.654014
0.601673 -0.655255
0.599182 -0.656485
0.596689 -0.657705
0.594191 -0.658914
0.591691 -0.660112
0.589186 -0.661299
0.586679 -0.662476
0.584168 -0.663641
0.581654 -0.664796
