0 0
-53.8732 0

0.149968 0.00269971
27.3972 55.7248

0.174949 0.00367446
12.7593 45.688

0.199923 0.00479908
3.46197 39.3131

0.374494 0.0168636
-34.95 12.9751

0.399386 0.0191853
-43.2149 7.30813

0.424264 0.0216562
-55.5065 -1.11991

0.573177 0.0396121
25.9464 54.73

0.597929 0.0431254
12.0516 45.2027

0.622659 0.0467872
3.05833 39.0363

0.795094 0.0765643
-35.5401 12.5705

0.81962 0.0814085
-44.1623 6.65847

0.844116 0.0863997
-57.2044 -2.28406

0.990427 0.119425
24.5705 53.7866

1.01469 0.12544
11.3641 44.7313

1.03892 0.131601
2.66186 38.7645

1.20743 0.178781
-36.1249 12.1695

1.23133 0.186098
-45.1223 6.00029

1.25519 0.193557
-58.9753 -3.49838

1.39738 0.241309
23.2577 52.8864

1.42091 0.249764
10.692 44.2705

1.44438 0.25836
2.26941 38.4954

1.58412 0.312879
-29.7993 16.5068

1.60721 0.322453
-36.7061 11.771

1.63025 0.332165
-46.0975 5.33158

1.65323 0.342015
-60.83 -4.77003

1.78981 0.403997
21.9991 52.0235

1.81236 0.414803
10.0319 43.8179

1.83483 0.425745
1.87874 38.2275

1.96829 0.494209
-30.1675 16.2543

1.99029 0.506085
-37.2851 11.374

2.01222 0.518092
-47.0911 4.65028

2.03407 0.530231
-62.7795 -6.10677

2.16364 0.605799
20.7869 51.1923

2.18496 0.618845
9.38071 43.3714

2.20621 0.632018
1.48749 37.9592

2.332 0.713716
-30.5299 16.0059

2.35268 0.72777
-37.8639 10.9771

2.37327 0.741948
-48.1069 3.95385

2.39377 0.75625
-64.8379 -7.51818

2.51497 0.844618
19.6143 50.3883

2.53486 0.859768
8.73536 42.9289

2.55465 0.875037
1.09369 37.6892

2.67147 0.96912
-30.8881 15.7603

2.69061 0.985207
-38.4445 10.579

2.70965 1.00141
-49.1488 3.23943

2.82182 1.10099
35.5574 61.3199

2.84016 1.11798
18.4756 49.6075

2.8584 1.13507
8.09349 42.4888

2.87654 1.15228
0.695272 37.416

2.98317 1.25777
-31.2441 15.5162

3.00057 1.27572
-39.0297 10.1778

3.01786 1.29378
-50.2222 2.50338

3.11931 1.40427
33.3339 59.7954

3.13583 1.42303
17.3656 48.8464

3.15223 1.4419
7.45267 42.0494

3.16853 1.46087
0.290625 37.1386

3.26386 1.57667
-31.6001 15.272

3.27934 1.59631
-39.6221 9.77162

3.29471 1.61603
-51.3328 1.74189

3.38437 1.73629
31.2309 58.3534

3.3989 1.75664
16.2802 48.1022

3.41329 1.77708
6.81114 41.6095

3.42757 1.79761
-0.121961 36.8557

3.51063 1.92243
-31.9585 15.0263

3.52403 1.94353
-40.2248 9.35836

3.53731 1.96472
-52.4877 0.95001

3.61427 2.09346
29.2338 56.9841

3.62664 2.11518
15.2157 47.3723

3.63889 2.13698
6.16708 41.1679

3.7209 2.29156
-32.3215 14.7774

3.73208 2.31392
-40.8412 8.93571

3.74313 2.33634
-53.6942 0.122786

3.80658 2.47225
27.3298 55.6785

3.81668 2.49512
14.1691 46.6547

3.82664 2.51805
5.51926 40.7237

3.89249 2.68018
-32.6923 14.5232

3.90134 2.70356
-41.4756 8.50072

3.91005 2.727
-54.962 -0.746555

3.95933 2.86866
25.5077 54.4292

3.96705 2.89244
13.1376 45.9474

3.97462 2.91627
4.8662 40.2759

4.02362 3.08425
-33.0734 14.2618

4.03004 3.10841
-42.1321 8.05054

4.03632 3.13261
-56.3017 -1.6651

4.07092 3.27856
23.7591 53.2302

4.07617 3.303
12.1192 45.2491

4.08128 3.32747
4.20707 39.824

4.11292 3.49958
-33.4681 13.9912

4.11685 3.52427
-42.8157 7.5818

4.12063 3.54898
-57.7255 -2.64139

4.14019 3.69769
22.0763 52.0764

4.14293 3.72254
11.1121 44.5585

4.14552 3.74741
3.54109 39.3673

4.15947 3.92184
-33.8798 13.7089

4.16086 3.9468
